,id,country,country_3,city,longitude,latitude,cohort,role
1023,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,3,expert
1024,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,4,expert
1025,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,6,expert
1026,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,8,expert
1027,pvanheus,South Africa,ZAF,,,,2,participant
1028,pvanheus,South Africa,ZAF,,,,6,participant
1029,r-huo,Netherlands,NLD,Delft,4.362724538543995,51.999457199999995,6,participant
1030,rainsworth,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,1,expert
1031,rainsworth,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,2,expert
1032,rainsworth,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,2,speaker
1033,rainsworth,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,3,expert
1034,raoofphysics,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,5,participant
1035,raphaels1,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,5,expert
1036,reinout-de-vries,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,8,participant
1037,rgaiacs,Brazil,BRA,,,,2,expert
1038,rgaiacs,Brazil,BRA,,,,2,mentor
1039,rgaiacs,Brazil,BRA,,,,5,speaker
1040,rgiessmann,Germany,DEU,Berlin,13.3888599,52.5170365,8,participant
1041,rhoné-roux,,,,,,6,participant
1042,richarddushime,Uganda,UGA,Kampala,32.5813539,0.3177137,7,participant
1043,richarddushime,Uganda,UGA,Kampala,32.5813539,0.3177137,8,expert
1044,rivaquiroga,Chile,CHL,Valparaíso,-71.6196749,-33.0458456,7,mentor
1045,rivaquiroga,Chile,CHL,Valparaíso,-71.6196749,-33.0458456,8,mentor
1046,robandeep-kaur,India,IND,Jalandhar,75.576889,31.3323762,3,participant
1047,robert-schreiber,South Africa,ZAF,Hermanus,19.2361111,-34.4175,5,participant
1048,robin-lewando,Ireland,IRL,Drimoleague,-9.2599704,51.6608501,3,participant
1049,rodrigocam,Brazil,BRA,,,,1,mentor
1050,romina-pendino,Argentina,ARG,"Rosario, Santa Fe",-60.6617024,-32.9593609,8,participant
1051,romina-trinchin,Uruguay,URY,Montevideo,-56.1913095,-34.9058916,8,participant
1052,romullo-lima,Brazil,BRA,Rio De Janeiro,-43.2093727,-22.9110137,6,participant
1053,roné-wierenga,South Africa,ZAF,Pretoria,28.1879101,-25.7459277,8,participant
1054,rossmounce,United Kingdom,GBR,,,,2,expert
1055,rowlandm,Australia,AUS,,,,3,speaker
1056,rowlandm,Australia,AUS,,,,5,speaker
1057,rowlandm,Australia,AUS,,,,7,mentor
1058,ruben-lacroix,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,8,participant
1059,rukynas,Portugal,PRT,Porto,-8.6107884,41.1494512,3,participant
1060,rushda-patel,India,IND,,,,6,participant
1061,sairajdillikar,India,IND,Mysore,76.6553609,12.3051828,5,participant
1062,samguay,Canada,CAN,,,,1,participant
1063,samguay,Canada,CAN,,,,2,mentor
1064,samuelorion,Canada,CAN,,,,2,participant
1065,samvanstroud,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,2,participant
1066,samvanstroud,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,3,expert
1067,samvanstroud,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,4,speaker
1068,sandra-larriega,Peru,PER,Ñima,23.8675381,47.0759396,5,participant
1069,sandrine-kengne,Cameroon,CMR,Yaounde,11.5213344,3.8689867,7,participant
1070,santi-rello-varona,Spain,ESP,Madrid,-3.7035825,40.4167047,3,participant
1071,santosrac,Brazil,BRA,Piracicaba,-47.6493269,-22.725165,2,expert
1072,santosrac,Brazil,BRA,Piracicaba,-47.6493269,-22.725165,5,expert
1073,sapetti9,Italy,ITA,Bologna,11.3426327,44.4938203,6,expert
1074,sapetti9,Italy,ITA,Bologna,11.3426327,44.4938203,6,speaker
1075,sarah-lippincott,United States,USA,,,,8,speaker
1076,sarah-nietopski,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,5,participant
1077,saranjeetkaur,India,IND,Gurgaon,77.00270014657752,28.42826235,4,participant
1078,saranjeetkaur,India,IND,Gurgaon,77.00270014657752,28.42826235,6,participant
1079,saranjeetkaur,India,IND,Gurgaon,77.00270014657752,28.42826235,7,mentor
1080,saranjeetkaur,India,IND,Gurgaon,77.00270014657752,28.42826235,8,mentor
1081,saravilla,United Kingdom,GBR,London,-0.12765,51.5073359,4,participant
1082,saravilla,United Kingdom,GBR,London,-0.12765,51.5073359,5,mentor
1083,saravilla,United Kingdom,GBR,London,-0.12765,51.5073359,6,expert
1084,saravilla,United Kingdom,GBR,London,-0.12765,51.5073359,6,mentor
1085,saravilla,United Kingdom,GBR,London,-0.12765,51.5073359,7,mentor
1086,saravilla,United Kingdom,GBR,London,-0.12765,51.5073359,8,expert
1087,saravilla,United Kingdom,GBR,London,-0.12765,51.5073359,8,mentor
1088,sarenaz,Kazakhstan,KAZ,Astana (Nursultan),71.4306682,51.1282205,5,participant
1089,saryace,Chile,CHL,Santiago,-83.7980749,9.8694792,7,participant
1090,saskiafreytag,Australia,AUS,Melbourne,144.9631732,-37.8142454,8,speaker
1091,satagopam7,Luxembourg,LUX,,,,1,expert
1092,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,4,participant
1093,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,5,mentor
1094,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,6,expert
1095,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,6,speaker
1096,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,7,mentor
1097,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,8,mentor
1098,scottbgi,Hong Kong,HKG,,,,8,speaker
1099,sdopoku,Ghana,GHA,,,,2,expert
1100,sdopoku,Ghana,GHA,,,,2,mentor
1101,sdopoku,Ghana,GHA,,,,2,speaker
1102,sdopoku,Ghana,GHA,,,,3,speaker
1103,sdruskat,Germany,DEU,,,,4,speaker
1104,sdruskat,Germany,DEU,,,,5,speaker
1105,sebastianeggert,Germany,DEU,,,,2,participant
1106,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,4,expert
1107,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,4,speaker
1108,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,5,expert
1109,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,5,mentor
1110,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,6,expert
1111,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,6,mentor
1112,selgebali,Sweden,SWE,Gothenburg,-100.1619896,40.9277324,8,mentor
1113,serahrono,Estonia,EST,Tallinn,24.7453688,59.4372155,3,expert
1114,seunolufemi123,Nigeria,NGA,Ogbomoso,4.25,8.133,7,participant
1115,seunolufemi123,Nigeria,NGA,Ogbomoso,4.25,8.133,8,expert
1116,seunolufemi123,Nigeria,NGA,Ogbomoso,4.25,8.133,8,facilitator
1117,sgibson91,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,2,expert
1118,sgibson91,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,2,mentor
1119,sgibson91,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,3,expert
1120,sgibson91,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,3,participant
1121,sgibson91,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,3,mentor
1122,sgsfak,,,,,,3,participant
1123,shmuhammad2004,Nigeria,NGA,Kano,8.5364136,11.8948389,3,participant
1124,sithyphus,United States,USA,,,,1,participant
1125,sivasubramanian-murugappan,Ireland,IRL,Limerick,-8.6301239,52.661252,7,participant
1126,sjb287,United States,USA,Urbana,-88.207301,40.1117174,3,participant
1127,sk-sahu,India,IND,,,,2,participant
1128,sladjana-lukic,United States,USA,New York City,-74.0060152,40.7127281,5,participant
1129,slldec,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,5,participant
1130,slldec,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,7,facilitator
1131,slldec,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,7,mentor
1132,smhall97,United Kingdom,GBR,Oxford,-1.2578499,51.7520131,6,mentor
1133,smhall97,United Kingdom,GBR,Oxford,-1.2578499,51.7520131,7,participant
1134,smhall97,United Kingdom,GBR,Oxford,-1.2578499,51.7520131,8,mentor
1135,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,2,participant
1136,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,3,expert
1137,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,3,mentor
1138,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,4,expert
1139,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,5,mentor
1140,sofia-kirke-forslund,Germany,DEU,Berlin,13.3888599,52.5170365,2,expert
1141,sonibk,Kenya,KEN,,,,2,participant
1142,spitschan,Germany,DEU,Munich,11.5753822,48.1371079,3,participant
1143,spitschan,Germany,DEU,Munich,11.5753822,48.1371079,7,participant
1144,stefan-gaillard,Netherlands,NLD,,,,2,participant
1145,stefaniebutland,Canada,CAN,Kamloops,-120.339415,50.6758269,3,expert
1146,stefaniebutland,Canada,CAN,Kamloops,-120.339415,50.6758269,5,expert
1147,stefaniebutland,Canada,CAN,Kamloops,-120.339415,50.6758269,8,speaker
1148,sudarshangc,Nepal,NPL,,,,1,participant
1149,susana465,United Kingdom,GBR,,,,6,participant
1150,tai-rocha,Brazil,BRA,Rio De Janeiro,-43.2093727,-22.9110137,2,participant
1151,tai-rocha,Brazil,BRA,Rio De Janeiro,-43.2093727,-22.9110137,3,expert
1152,tajuddeen1,Nigeria,NGA,,,,8,mentor
1153,tajuddeen1,Nigeria,NGA,,,,catalyst,organizer
1154,tajuddeen1,Nigeria,NGA,,,,catalyst,speaker
1155,tajuddeen1,Nigeria,NGA,,,,catalyst,speaker
1156,tajuddeen1,Nigeria,NGA,,,,catalyst,speaker
1157,tallmar,,,,,,6,expert
1158,teddygroves,Denmark,DNK,Copenhagen,12.5700724,55.6867243,8,participant
1159,teresa-cisneros,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,5,expert
1160,teresa-m,Germany,DEU,Freiburg,7.8494005,47.9960901,3,participant
1161,thatspacegirl,India,IND,Bengaluru,77.590082,12.9767936,4,participant
1162,thatspacegirl,India,IND,Bengaluru,77.590082,12.9767936,5,participant
1163,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,1,speaker
1164,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,2,expert
1165,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,2,speaker
1166,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,3,expert
1167,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,4,expert
1168,thomas-mboa,Cameroon,CMR,,,,3,speaker
1169,tklingstrom,Sweden,SWE,,,,2,expert
1170,tlaguna,Spain,ESP,Madrid,-3.7035825,40.4167047,2,participant
1171,tlaguna,Spain,ESP,Madrid,-3.7035825,40.4167047,3,mentor
1172,tnabtaf,United States,USA,,,,2,expert
1173,tnabtaf,United States,USA,,,,2,mentor
1174,tnabtaf,United States,USA,,,,4,expert
1175,tnabtaf,United States,USA,,,,4,mentor
1176,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,1,mentor
1177,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,2,expert
1178,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,3,expert
1179,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,3,mentor
1180,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,3,mentor
1181,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,6,expert
1182,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,8,speaker
1183,tokioblues,Argentina,ARG,Salta,-64.3494964,-25.1076701,8,participant
1184,torigijzen,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,8,participant
1185,trallard,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,2,speaker
1186,trevor-hamlin,,,,,,8,participant
1187,tsonika,Australia,AUS,Melbourne,144.9631732,-37.8142454,2,expert
1188,tsonika,Australia,AUS,Melbourne,144.9631732,-37.8142454,2,mentor
1189,tsonika,Australia,AUS,Melbourne,144.9631732,-37.8142454,3,expert
1190,tsonika,Australia,AUS,Melbourne,144.9631732,-37.8142454,3,mentor
1191,ujwal-shrestha,Nepal,NPL,Kathmandu,85.3205817,27.708317,3,participant
1192,umutpajaro,Colombia,COL,Cartagena,-75.5443419,10.4266746,7,participant
1193,umutpajaro,Colombia,COL,Cartagena,-75.5443419,10.4266746,8,mentor
1194,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,1,expert
1195,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,1,mentor
1196,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,1,participant
1197,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,2,expert
1198,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,2,mentor
1199,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,2,speaker
1200,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,3,expert
1201,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,3,mentor
1202,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,3,mentor
1203,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,3,speaker
1204,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,4,expert
1205,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,4,mentor
1206,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,5,mentor
1207,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,5,speaker
1208,usmood,,,,,,6,participant
1209,valerie-parent,Canada,CAN,,,,2,participant
1210,varlottaang,Italy,ITA,Rionero In Vulture,15.6694407,40.9261881,7,participant
1211,vborghe,Canada,CAN,Montréal,-73.5698065,45.5031824,5,participant
1212,vcheplygina,Netherlands,NLD,,,,2,expert
1213,veroxgithub,Argentina,ARG,"Avellaneda, Pba.",-58.3628061,-34.6648394,5,participant
1214,veroxgithub,Argentina,ARG,"Avellaneda, Pba.",-58.3628061,-34.6648394,8,mentor
1215,vhellon,United Kingdom,GBR,London,-0.14405508452768728,51.4893335,5,participant
1216,vickygisel,Argentina,ARG,Oro Verde,-64.29891743033643,-31.132197599999998,5,participant
1217,vickynembaware,South Africa,ZAF,,,,1,expert
1218,vickynembaware,South Africa,ZAF,,,,1,mentor
1219,vickynembaware,South Africa,ZAF,,,,2,expert
1220,virginiagarciaalonso,Argentina,ARG,,,,8,participant
1221,vskentrou,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,8,participant
1222,wasifarahman,Bangladesh,BGD,,,,2,participant
1223,web-learning,South Africa,ZAF,Johannesburg,28.049722,-26.205,8,participant
1224,wendy-andrews,,,,,,8,participant
1225,wykhuh,United States,USA,Los Angeles,-118.242766,34.0536909,4,participant
1226,xaxasm,Colombia,COL,Bucaramanga,-73.1047294009737,7.16698415,7,participant
1227,yanick-diapa-nana,Cameroon,CMR,Yaoundé,11.5213344,3.8689867,7,participant
1228,yhordijk,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,8,participant
1229,ykho001,United Kingdom,GBR,,,,8,participant
1230,yochannah,United Kingdom,GBR,,,,1,organizer
1231,yochannah,United Kingdom,GBR,,,,1,mentor
1232,yochannah,United Kingdom,GBR,,,,1,speaker
1233,yochannah,United Kingdom,GBR,,,,1,speaker
1234,yochannah,United Kingdom,GBR,,,,1,speaker
1235,yochannah,United Kingdom,GBR,,,,2,expert
1236,yochannah,United Kingdom,GBR,,,,2,organizer
1237,yochannah,United Kingdom,GBR,,,,2,mentor
1238,yochannah,United Kingdom,GBR,,,,2,mentor
1239,yochannah,United Kingdom,GBR,,,,2,speaker
1240,yochannah,United Kingdom,GBR,,,,3,expert
1241,yochannah,United Kingdom,GBR,,,,3,organizer
1242,yochannah,United Kingdom,GBR,,,,3,mentor
1243,yochannah,United Kingdom,GBR,,,,3,mentor
1244,yochannah,United Kingdom,GBR,,,,3,mentor
1245,yochannah,United Kingdom,GBR,,,,3,speaker
1246,yochannah,United Kingdom,GBR,,,,3,speaker
1247,yochannah,United Kingdom,GBR,,,,4,organizer
1248,yochannah,United Kingdom,GBR,,,,4,mentor
1249,yochannah,United Kingdom,GBR,,,,4,speaker
1250,yochannah,United Kingdom,GBR,,,,4,speaker
1251,yochannah,United Kingdom,GBR,,,,5,organizer
1252,yochannah,United Kingdom,GBR,,,,5,mentor
1253,yochannah,United Kingdom,GBR,,,,5,mentor
1254,yochannah,United Kingdom,GBR,,,,5,speaker
1255,yochannah,United Kingdom,GBR,,,,5,speaker
1256,yochannah,United Kingdom,GBR,,,,5,speaker
1257,yochannah,United Kingdom,GBR,,,,6,organizer
1258,yochannah,United Kingdom,GBR,,,,6,mentor
1259,yochannah,United Kingdom,GBR,,,,6,speaker
1260,yochannah,United Kingdom,GBR,,,,6,speaker
1261,yochannah,United Kingdom,GBR,,,,6,speaker
1262,yochannah,United Kingdom,GBR,,,,6,speaker
1263,yochannah,United Kingdom,GBR,,,,6,speaker
1264,yochannah,United Kingdom,GBR,,,,7,organizer
1265,yochannah,United Kingdom,GBR,,,,7,mentor
1266,yochannah,United Kingdom,GBR,,,,7,mentor
1267,yochannah,United Kingdom,GBR,,,,7,speaker
1268,yochannah,United Kingdom,GBR,,,,7,speaker
1269,yochannah,United Kingdom,GBR,,,,8,organizer
1270,yochannah,United Kingdom,GBR,,,,8,speaker
1271,yochannah,United Kingdom,GBR,,,,8,speaker
1272,yochannah,United Kingdom,GBR,,,,8,speaker
1273,yochannah,United Kingdom,GBR,,,,8,speaker
1274,yochannah,United Kingdom,GBR,,,,catalyst,organizer
1275,yochannah,United Kingdom,GBR,,,,catalyst,speaker
1276,yochannah,United Kingdom,GBR,,,,catalyst,speaker
1277,yochannah,United Kingdom,GBR,,,,catalyst,speaker
1278,yochannah,United Kingdom,GBR,,,,catalyst,speaker
1279,yochannah,United Kingdom,GBR,,,,dra,organizer
1280,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,2,expert
1281,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,2,mentor
1282,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,2,mentor
1283,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,3,expert
1284,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,3,mentor
1285,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,4,mentor
1286,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,4,speaker
1287,zdunseth,United States,USA,Providence,-71.4128343,41.8239891,5,participant
1288,zebetus,United Kingdom,GBR,,,,1,mentor
1289,zebetus,United Kingdom,GBR,,,,2,expert
1290,zee-moz,,,,,,7,speaker
1291,zenita-milla-luthfiya,Indonesia,IDN,Solo,110.828448,-7.5692489,3,participant
1292,zulidyana-rusnalasari,Indonesia,IDN,,,,3,speaker
